accelX,accelY,accelZ,gyroX,gyroY,gyroZ,activity
7024,-1292,-996,-2623,-3953,-1182,4
10796,-828,-2596,-1099,2794,-3381,4
22280,-1004,-500,711,3719,-3701,4
27220,2116,10548,4105,4892,-2749,4
16492,1596,9120,-1443,-3997,-1397,4
7604,-436,1056,-1244,-6188,-2303,4
8864,-160,-5216,-540,-2547,-1432,4
16432,2304,-948,-1881,6217,-844,4
26936,1656,5836,1567,2830,-110,4
24320,1508,10660,-603,-4204,643,4
14164,-48,4316,-1655,-10066,1064,4
6692,-520,-432,-1400,-6638,35,4
8328,524,-2132,-2428,-16,-1478,4
15688,756,-3456,-1152,4059,-1811,4
24884,1444,504,-146,3939,-656,4
22828,1596,8376,99,-1236,942,4
15264,144,3292,-1504,-6636,2291,4
8772,360,-776,-1117,-3547,-1385,4
9132,592,-1840,-1521,982,-3681,4
19600,412,-3452,377,2175,-1718,4
24540,3304,3036,2521,4634,-162,4
22316,3824,7908,1538,-3896,3695,4
14360,496,864,-185,-7673,2923,4
8788,-108,160,-212,-2565,-1795,4
8148,-272,-2808,-1112,1196,-3875,4
16932,1092,-4264,875,5441,-2268,4
24424,2600,880,1486,5994,154,4
23620,2580,6440,983,1758,2628,4
15684,2512,4552,1511,-4526,2455,4
10300,644,468,-525,-2439,-139,4
9288,344,-2160,-1000,1106,-1038,4
17888,-260,-2908,-145,5401,-362,4
22884,792,2572,704,5077,-368,4
22200,628,6656,-1136,-1032,654,4
14492,680,2556,-197,-4344,1384,4
9648,2112,676,603,-1144,-268,4
8776,2620,-428,-289,1744,-1915,4
18412,248,-252,-1699,4468,-116,4
24968,1800,3688,-2055,3263,-76,4
21600,920,7708,-3032,-1618,1018,4
12416,748,4908,-1907,-5281,1646,4
7620,1572,380,-395,-2535,-492,4
8672,2176,-1632,-417,1440,-2145,4
17976,-96,-824,-1855,5614,-737,4
24684,2096,3572,-161,5061,-399,4
23020,3820,10048,-2316,-85,2165,4
13404,712,5120,-3209,-5504,2620,4
8284,784,-132,-938,-3917,-875,4
10084,1508,-2544,-1201,2165,-2358,4
19564,-952,-1752,-2523,5814,-1803,4
25116,2840,6440,-753,3374,-341,4
21212,1996,6832,-5011,-1724,4217,4
14712,-792,3764,-2385,-5459,2054,4
9276,252,2424,-1157,-2554,-954,4
6416,740,648,-659,-49,-3728,4
10424,2484,-1312,-494,4787,-3294,4
24352,496,1768,-2089,5369,2128,4
26956,2516,8004,-2379,4141,3269,4
19244,-400,9176,-3242,-2529,2826,4
10440,-1116,4416,-490,-5488,-41,4
7224,592,-752,1665,-2470,-3439,4
10324,3128,-1820,1498,4850,-4549,4
23268,3660,868,-197,4776,1828,4
26796,2676,6296,-4209,3608,4133,4
18628,-1500,9736,-454,-2011,2344,4
12232,-448,7396,2116,-5851,1270,4
7476,-64,1680,1969,-3995,260,4
6484,444,-1400,2174,1615,-1587,4
15616,928,-1140,2319,4297,1421,4
27416,1084,4616,1416,3889,3475,4
22468,-2108,10976,-1458,2201,1942,4
14664,-1652,9132,1634,-3140,532,4
7876,-1732,2288,2771,-4169,-1809,4
6728,-360,-1476,4183,-4,-3185,4
15608,1756,-1072,3876,5631,-1414,4
26096,2624,7832,2434,3725,2739,4
23196,308,12424,-315,-96,3337,4
14688,-296,7856,2041,-6637,2948,4
9840,-140,1252,3987,-6527,568,4
7252,864,-2408,3803,-973,-596,4
11408,-72,-3152,3524,4557,-2688,4
23720,2976,4560,6833,4487,40,4
27516,620,10204,1583,1378,2254,4
18412,-1324,9844,2839,-4607,2352,4
9804,-1128,3532,4940,-6322,167,4
6772,-888,-1628,4256,-1606,-1399,4
11340,304,-1600,4618,4499,-2728,4
23148,1916,3448,4417,4257,444,4
25740,1024,9020,2411,-797,1581,4
16760,-132,8352,2293,-3315,3311,4
9272,-748,3356,2088,-4274,1530,4
6180,-1484,-1212,-287,502,-377,4
8136,-1204,-2088,815,6498,-2596,4
21404,3092,2616,3087,6085,120,4
27344,1860,8760,770,5920,3220,4
22284,-1088,11348,-2217,-2233,4385,4
11780,-2600,6848,1147,-5390,2360,4
7660,-1552,660,1233,-5635,638,4
7068,-2984,-1924,426,1136,-858,4
14128,-756,-616,2001,3260,-1596,4
20872,-888,3060,-1120,6366,976,4
24988,524,9532,-374,2703,281,4
18264,-8,8840,-2584,-3382,1380,4
11600,-2060,3948,-2609,-3955,912,4
7716,-1780,-1364,-790,-1504,-1399,4
13808,-2316,-1444,-382,4243,-2186,4
22784,144,5796,2048,5573,-1342,4
25432,724,9464,-1572,-755,1422,4
16440,-112,8212,-417,-6799,2299,4
10192,-644,3400,218,-5717,87,4
8008,-1832,676,-2608,-847,-544,4
9484,-1700,92,-2137,2370,-1579,4
20296,-536,532,196,5120,-1889,4
27120,1808,6556,102,3179,-420,4
22024,552,10304,-1993,-4050,217,4
12960,-428,4524,-1854,-8251,-398,4
6228,-1764,-808,-1898,-2913,-2503,4
9892,-608,-1960,-2552,472,-3081,4
22944,-12,-2128,603,3636,-1292,4
23592,3708,7700,-783,370,1184,4
16840,-316,6548,-2228,-4100,2194,4
8296,-1072,2036,-998,-2471,-1076,4
7656,-928,-596,-1134,1029,-2744,4
17872,-1548,-1956,-987,3970,-1963,4
26728,1452,2616,614,2587,-969,4
22804,216,6488,-2695,-2558,273,4
11000,-220,6048,-3548,-3413,1046,4
6104,272,676,-1619,-1379,-880,4
14684,1816,-1872,-749,2734,620,4
26012,-68,-2360,-526,875,1310,4
25640,1896,2392,-1575,-1747,13,4
14584,-644,3476,-1609,-4502,1015,4
6816,460,3228,-609,-1287,-1027,4
3496,1188,2468,-1317,1712,-1796,4
13352,-880,-2132,-1546,5113,-1018,4
27768,428,5128,261,6327,1316,4
25412,496,9428,-1677,-427,1470,4
18236,-1668,5340,-2452,-7345,673,4
8500,-1960,420,-547,-3694,563,4
5468,160,-2164,636,275,-819,4
13524,-564,-3452,450,7011,57,4
25516,-2484,7984,228,7437,1556,4
24520,-432,10712,-2059,107,635,4
16056,-1252,5972,-918,-4381,272,4
9812,-128,1492,-438,-4965,-972,4
6436,-456,-1700,-2038,-1241,-3620,4
10712,-2332,-1084,-1840,6447,-4072,4
25336,1664,4880,-1423,4206,-982,4
23916,1400,11516,-4311,3391,1468,4
16744,-564,7312,-5411,-5332,2656,4
10900,-2172,2536,-4676,-3739,1585,4
6468,-1696,496,-1938,-708,-1322,4
10172,544,-1828,-347,2508,-3091,4
21692,1788,2596,-266,5858,-2195,4
24264,1800,12348,-2670,5646,5,4
20164,528,9820,-3626,-3422,793,4
11580,-432,3644,-1774,-5735,-810,4
8272,-1020,-1408,-2585,-3734,-1479,4
8788,980,-2972,-446,2475,-3897,4
19256,724,-660,-1550,4225,-3937,4
26360,4208,10484,-2069,8092,-176,4
19980,1224,13600,-3019,1292,2497,4
13256,-1604,6652,-2584,-6348,1845,4
7340,-1428,164,-651,-3925,-455,4
7900,388,-828,-828,1395,-4447,4
14688,2256,2100,608,4566,-5825,4
25580,4952,3960,-321,4783,-602,4
22968,4268,11920,-3035,3918,4311,4
17428,-288,8332,-2939,-3352,4321,4
10504,-1092,5448,-928,-3566,2131,4
6736,-588,1724,784,-3177,-1519,4
12816,1036,-2064,2306,781,-4103,4
23388,3644,5364,2721,4694,-1330,4
22000,5512,13688,-167,1562,1440,4
13964,72,9152,-917,-4511,1916,4
9684,688,288,74,-6443,951,4
8220,-1592,-1052,-1904,1706,-1580,4
16128,968,576,2591,3689,-2098,4
26976,1928,4416,4479,3573,145,4
22188,4128,13332,1316,485,2577,4
13764,-92,8112,-25,-7725,2283,4
8348,88,1548,2231,-6825,-676,4
7180,-520,-1036,3220,7,-2203,4
16756,2232,340,4804,2858,-1811,4
22900,3064,4968,4364,3184,2087,4
20948,2400,11260,2455,179,3411,4
11908,-144,5104,2047,-6017,1149,4
9108,-392,-1152,1489,-2606,-707,4
9652,1516,-4200,3056,2983,-2651,4
18472,1376,3700,4360,7736,-1413,4
25408,3068,10736,3715,3926,1964,4
18712,1096,8600,2001,-2154,4404,4
11176,-96,2000,2623,-4235,1688,4
9804,-556,-2360,1781,709,-1165,4
16188,644,3336,4863,6993,-1455,4
22692,4616,12036,5137,2136,1794,4
19044,1200,6436,659,-3872,4352,4
12188,-620,2268,1790,-4942,1973,4
7768,-116,-1316,2805,-3312,-1393,4
13488,1940,-1324,2787,3680,-1826,4
22216,1396,8344,2270,7953,628,4
23356,2472,13544,2603,-2330,2335,4
17104,-232,5716,1060,-6129,2464,4
9764,-124,-692,-271,-4529,2161,4
8008,-212,-3360,-434,-726,-120,4
17436,-3716,-1152,3491,5021,-2537,4
22780,1480,11988,8988,4123,-3606,4
19504,2148,8368,2310,-3931,1812,4
11988,720,1216,1351,-4222,1446,4
7292,632,-1064,623,-421,385,4
10096,-420,-3896,-399,3677,-1224,4
21376,1520,5232,3119,9010,-2002,4
24480,4148,13628,3325,3413,969,4
17400,1796,8040,2225,-4051,2379,4
10952,372,1720,1456,-6068,850,4
8064,-1152,-2664,-630,-1911,-1176,4
13212,1452,-2556,1243,3536,-3296,4
23312,2672,6776,58,5637,-1965,4
23252,2592,13288,784,8,886,4
15760,1804,6036,-729,-7365,2089,4
10576,1084,-976,-1863,-7405,950,4
10424,1748,-4176,-3281,-1617,604,4
14240,1380,-1144,-125,5911,-485,4
23320,-564,10436,2453,8522,-224,4
19520,3192,13416,1947,-1326,3247,4
13604,712,3924,-904,-8032,2921,4
9496,-544,-2412,-1000,-3781,2266,4
10092,280,-3108,-409,2967,1142,4
16356,-1212,176,1748,7610,-696,4
22132,-3084,12280,1837,9137,1168,4
19348,-936,15028,2208,180,1948,4
13552,464,4912,457,-5733,1098,4
10308,-268,-3352,-406,-2648,-728,4
12416,3668,-5224,3424,1797,-2762,4
18600,444,7996,686,9567,190,4
19640,-3804,18704,-1842,3757,3792,4
16740,488,7424,-195,-5906,1058,4
12600,524,2824,-923,-3922,-2145,4
9564,440,-4180,-1115,-2445,-3674,4
14320,4480,-1168,776,5139,-2238,4
20876,-280,7260,-1070,6925,1028,4
23268,-1484,16880,249,3706,2681,4
16444,-344,7588,367,-7033,668,4
12132,1652,1776,627,-4977,-1124,4
9988,936,-3520,-1407,-2891,-1893,4
12540,1616,-2656,-926,3544,-1327,4
23416,-500,14260,-879,10869,18,4
18912,-804,16756,-640,-1204,1547,4
13576,1584,4908,-10,-5351,-512,4
9004,1040,172,-3218,-3947,143,4
9852,1972,-5244,-758,1069,-1589,4
13680,768,2468,-1775,8867,-2439,4
24712,-524,16948,-649,8398,-518,4
18244,608,16716,-466,-3242,1414,4
13468,1412,4480,-1634,-8323,-1711,4
11228,1228,-540,-1296,-4493,-2301,4
12184,2676,-3516,-431,-1132,-1115,4
20004,1608,-2176,647,2848,-1413,4
24076,4140,20600,-1510,3951,1388,4
16916,208,8644,-4228,-11174,1335,4
10916,532,-1360,-1137,-7208,-1892,4
6244,836,-2516,-1476,-629,-1930,4
14192,-1012,-3040,-2538,2515,-2422,4
24572,2104,17160,853,8038,-2142,4
20824,2928,10476,-4127,-7243,2229,4
12172,1008,2384,-2993,-5714,-246,4
7532,948,-288,-3057,-2391,-1172,4
11764,952,-4116,-3054,424,-1124,4
25348,-60,3780,-1595,6084,-1053,4
24352,4204,13640,-2230,-2468,1823,4
15312,1068,5208,-4085,-8723,1028,4
8408,552,884,-2322,-4781,-1338,4
5956,1644,240,-2877,322,-1771,4
12048,2128,-1064,-1715,2844,-1092,4
27916,-172,3800,-1467,6423,2368,4
25848,1920,8800,-3834,-2294,2333,4
16452,436,5136,-2081,-5559,281,4
5088,2172,2068,-554,-3960,-1723,4
7528,2380,-2652,-1003,1108,-1686,4
23024,248,-364,-244,1838,407,4
30380,1708,3784,-350,-3705,981,4
19952,408,5956,-2842,-6496,1035,4
7772,-1416,1292,-1878,-6603,-1233,4
2452,660,1096,-563,1385,-5207,4
3580,2624,920,-1589,3809,-5314,4
23004,4312,-2788,1901,5429,2594,4
32767,492,316,-785,-679,3666,4
22160,132,5928,-5414,-1966,1527,4
5328,264,5176,-1965,-2464,-2759,4
5284,3828,1492,-649,805,-3529,4
22556,4056,-2052,1576,1320,5057,4
28532,-328,-788,2181,-2419,5030,4
20440,1156,2592,-4770,-3192,3751,4
6000,-1584,6244,-4860,687,-323,4
2324,1592,3020,1055,-413,-4430,4
10784,2132,-1568,2376,3541,-3612,4
32396,1364,-2060,3421,-487,2683,4
29552,384,-1256,1247,-4319,1727,4
13964,-284,6208,-4548,541,740,4
2520,260,5316,-2039,461,-2959,4
4812,1504,-1852,1113,328,-3161,4
20984,4796,-3408,4032,3440,2208,4
32767,-1700,-1860,1452,-1911,4050,4
22396,-780,3012,-1318,-4535,2227,4
6056,-820,5960,-2059,-825,-748,4
2824,1040,2080,1186,-1224,-3999,4
9296,2908,-2632,2318,3116,-1791,4
25328,3152,-4428,1684,7497,3759,4
29140,20,-2460,1976,2032,3515,4
19236,-900,7756,-756,3266,-487,4
7360,-64,17964,-1927,2644,-2431,4
8076,636,712,616,-8166,-2177,4
20588,1816,-10716,7096,-2322,-583,4
21712,1540,-8940,4325,-622,488,4
15852,-388,-1976,-1087,3519,-61,4
8884,232,9272,-4222,6685,193,4
20368,-116,9000,-1408,5008,-265,4
25804,1380,2912,2273,-6464,475,4
14120,512,3080,1110,-5484,831,4
2848,664,3668,-715,-1923,796,4
7920,-260,-2828,602,-1592,-133,4
21664,2408,-3948,3306,6384,-82,4
32767,-224,264,2269,364,1577,4
25232,960,5028,-4190,-7241,2421,4
8808,-1580,5132,-4234,-7492,384,4
1244,-380,5004,-1593,-644,-3028,4
5416,1252,248,1331,376,-2730,4
24832,2672,-9272,6504,1643,1912,4
31988,-2024,-5360,3120,-320,2641,4
22668,2828,956,-1303,-5468,376,4
6492,356,9144,-2369,-183,-434,4
1824,-620,3236,-1931,-3870,-1437,4
9772,1096,-5408,1452,2434,-2330,4
26844,2492,-6964,3363,6148,2115,4
30840,-344,-2876,2087,-1071,-923,4
16860,-372,3692,-1702,-2591,-799,4
4836,2048,9128,-1775,1334,-1263,4
5296,188,136,-659,-2179,403,4
20200,3408,-9136,4336,3255,1175,4
30740,-1668,-7024,1622,955,2308,4
22860,-84,248,-2105,-2533,-178,4
9956,-680,9312,-1636,-2288,-1351,4
4300,724,5584,-1195,-1892,-2187,4
10188,740,-3552,724,-581,-895,4
26408,1908,-8872,3723,2595,979,4
28908,456,-5932,1861,-1353,195,4
19140,1124,3024,-2468,-4289,912,4
4716,564,7896,-2381,-843,307,4
4596,-56,820,-428,-2576,-1212,4
16968,2360,-7556,3236,3458,-416,4
31052,464,-10192,2523,1456,1870,4
23476,1696,-3744,-410,-2305,411,4
11944,-136,7828,-3228,785,845,4
3308,-104,5344,-2733,-1340,-853,4
9128,68,-4416,997,-591,-1753,4
23636,2996,-7904,3626,5496,1470,4
31472,1068,-4108,2294,385,1581,4
21024,496,2016,-1072,-4772,933,4
7364,32,5844,-141,-2934,183,4
1556,-344,2416,-1168,-37,-78,4
9012,-608,-3968,-410,3856,-1466,4
31392,1640,-10152,3986,7140,-751,4
32767,2432,-2672,2428,-800,-61,4
19832,1588,1664,-4992,-7378,4113,4
3968,-1340,2780,-3388,-3672,2797,4
372,-404,3248,212,1358,-3240,4
6728,216,-2076,850,4830,-4095,4
25100,3132,-4680,4543,9147,956,4
32767,216,-2120,2008,2515,3059,4
23444,-28,1788,-982,-7599,1012,4
7932,176,5804,-18,-5790,197,4
-720,1104,2452,-942,-562,459,4
6508,-88,-4804,915,3799,-1604,4
28468,1896,-7044,5470,9310,279,4
32767,1560,-1188,2643,2862,1036,4
21636,232,3976,-1660,-6999,604,4
8036,-96,4796,523,-7193,1313,4
-52,184,3348,-1201,-216,978,4
5480,-968,-1956,261,3197,-2245,4
23564,1396,-6540,3930,7550,-616,4
32767,896,-4812,3408,1786,1719,4
23356,1080,2644,-821,-3613,979,4
9328,-336,6528,-817,-5118,1459,4
216,-2264,3404,-207,-627,-585,4
6724,-1016,-3392,1211,1685,-2979,4
24244,5736,-5668,6346,9618,-516,4
32767,992,-2448,2272,3660,896,4
22604,-356,4524,985,-3839,-725,4
11220,-1652,6872,2643,-5221,-808,4
1132,-1532,4324,-460,-1561,998,4
6196,-3716,-4724,-268,349,-1367,4
19296,3348,-6616,6177,7805,-1895,4
32767,1540,-1224,1715,7523,3102,4
23844,-2480,5048,-2182,252,1438,4
13996,-392,6504,2256,-6345,-178,4
5332,-1740,3368,-1392,-4289,1125,4
5596,-3032,-2288,-1083,-14,-852,4
19380,1512,-5056,2054,5424,-1607,4
31692,644,-1528,-459,4241,-615,4
23468,1212,5120,-1590,-3377,551,4
11180,-1036,5276,-1868,-6146,2889,4
4172,-2300,3960,-1446,-2286,570,4
7236,-1236,-2184,-706,-543,-1710,4
21460,-216,-6920,1022,4655,-1590,4
28524,1628,-5092,4639,2424,720,4
22488,2368,2684,-2640,-277,3638,4
12772,-1324,7436,-4797,-1519,2173,4
5288,-2280,6716,-2735,482,-1340,4
10428,-684,-1168,-830,-1878,-2160,4
25816,-168,-8592,3585,747,366,4
24196,892,-2376,3063,3085,-281,4
16580,1068,2260,-2088,-2617,762,4
8956,-2248,5664,-3132,1372,257,4
6632,-1132,5892,-1300,2657,-1377,4
17424,148,-3032,-230,628,-159,4
27308,96,-5008,4777,1660,855,4
24100,2724,4064,2054,2,-100,4
12168,-940,4444,-4149,-5321,1463,4
6920,-2272,2052,-688,-3963,-1032,4
9216,-256,1000,-497,2312,-2519,4
20724,-864,-4636,837,2550,-237,4
26148,3012,-184,4042,2977,-811,4
19220,1508,4208,-946,-481,2076,4
10488,-2776,2324,-2393,-4043,2137,4
7988,-1208,1644,-132,-1091,-972,4
12276,344,-1208,-377,3069,-2278,4
25708,1364,-4788,3796,1629,207,4
26424,756,3144,-268,2364,1786,4
16388,-908,5548,-2318,-2887,1964,4
9412,-1504,1844,-410,-5330,127,4
6996,-292,-500,-479,-744,-1595,4
11788,220,-3016,-123,3811,-1853,4
27732,-1384,-5640,187,3565,-905,4
27976,2432,5876,134,3308,-1983,4
16716,320,5156,-5312,-7104,2100,4
8008,-1412,1428,-1632,-7043,481,4
5636,860,-760,-266,-1836,-1041,4
10844,396,-4996,-994,4695,-1772,4
26084,500,-3680,1464,6353,-240,4
26876,2168,4768,-1528,3945,600,4
16920,552,6076,-2628,-3543,782,4
9736,-640,2164,-772,-5517,-442,4
7072,1176,-732,233,-952,-255,4
15072,468,-4772,803,4761,166,4
27104,-624,-2148,1484,4823,-355,4
23852,1452,5408,-1504,363,-211,4
13760,-988,5448,-1621,-4691,680,4
8220,464,1900,1345,-3682,-975,4
8072,836,-684,524,1841,62,4
19652,320,-6240,930,3327,308,4
27064,244,-164,1040,5787,478,4
21712,1144,6232,-1017,-2469,388,4
11584,40,6712,-89,-5345,-155,4
6700,832,-96,917,-4214,-120,4
9048,132,-6208,386,2699,-102,4
21616,2288,-6476,2149,7999,1310,4
28928,1160,8904,-673,9798,1722,4
21808,1324,10628,2535,-8437,-34,4
11020,328,2408,1271,-11523,-62,4
5000,-1516,-2312,204,-4937,-933,4
7588,-432,-6856,2096,3136,-3844,4
23124,3668,-4468,6620,7903,-2812,4
27832,3460,7964,2177,5750,2696,4
19276,-140,5896,2494,-5223,2220,4
9064,-1704,2692,962,-4322,2225,4
3964,-2912,1312,-525,504,1643,4
12128,-1896,-4868,3310,3155,-2083,4
29956,2100,-2992,4397,6091,-721,4
27176,296,5460,-2534,438,646,4
6300,-312,-420,-2060,-5476,-168,4
10044,-484,-6156,242,2300,-2013,4
20840,404,-7100,1708,7569,-1839,4
26596,2068,8852,808,10440,198,4
18340,-812,15232,-719,-4538,1978,4
9676,-84,4228,-204,-8924,-507,4
8812,-292,-4372,-940,-4207,-2063,4
12916,1520,-6576,695,3789,-2119,4
23200,912,-3496,1459,7762,1254,4
25088,-616,8308,-1467,8126,3422,4
17532,-444,9956,99,-7122,1894,4
8532,-776,4872,-1856,-6106,578,4
7352,-752,-892,-1655,-2491,-923,4
19960,620,-6588,1374,3330,-836,4
24876,652,-896,575,4644,1270,4
20680,-1576,8848,-2454,-676,2838,4
11188,-1676,6984,-297,-7069,812,4
6508,-656,3568,-1029,-2965,-1594,4
11040,-60,-2176,386,1321,-2022,4
24128,-1512,-6292,948,5912,-115,4
25980,1684,1944,1987,2302,457,4
16572,-1092,8196,-1375,-3646,1163,4
8308,-960,4620,-523,-5767,-1392,4
6868,-1240,-932,-817,-733,-2180,4
15780,1640,-5228,2623,5488,-736,4
26960,412,2316,1660,9642,1331,4
23716,-1300,12364,-2437,1433,3448,4
14900,-1692,7496,-325,-10349,475,4
7696,-1468,-572,-1293,-9021,-595,4
7648,-808,-5012,-958,-1963,-1439,4
13728,-216,-5256,-458,5427,-2529,4
25580,544,-1208,1471,9232,416,4
23860,184,9000,-2576,3342,2364,4
16564,-2172,7872,-102,-8155,-209,4
9368,-804,2180,-937,-6763,-735,4
8896,-464,-2016,-608,-1352,-707,4
17952,-132,-4960,426,3996,-896,4
25132,100,-796,2025,4877,607,4
21680,452,7868,-2179,-338,1689,4
13180,-1648,5732,-810,-7706,792,4
8292,-1620,-704,-323,-5565,-836,4
15440,408,5068,-11,-103,-16,4
15164,556,4864,-1,133,-26,4
16200,360,4920,-2543,-636,-850,4
14864,92,2876,-4537,-136,-41,4
16612,-424,5616,-3274,4098,17,4
19792,-1136,6544,-5675,7794,1630,4
16040,-2188,7564,-4170,11793,-154,4
13496,-2340,8704,-3490,8663,-2761,4
14168,-3076,8612,-4197,9527,-2379,4
13204,-1184,9140,-1983,9195,-1800,4
11100,-1372,9156,-5083,9434,-922,4
9856,-2052,12072,-2225,9599,-1875,4
7508,-1184,13232,-2993,4843,1863,4
10444,-2896,14228,-38,1300,-1091,4
13660,3424,14148,1855,-2052,-4588,4
13992,-80,6004,3059,-751,-10584,4
11536,1008,5688,1875,-935,-3675,4
6840,504,10828,-2874,2062,1515,4
6484,-100,21928,-2199,-4107,6971,4
17160,-1884,18988,3394,-4550,5151,4
13728,-828,12932,7239,944,-2835,4
10800,-2468,5624,5690,-3683,-2774,4
5756,2260,4448,3244,-4968,-4908,4
10160,2140,7552,-4518,-9329,-1954,4
15992,1712,13848,-10815,-16724,5414,4
24132,-3324,8360,-2173,-11403,6511,4
14652,-2736,4124,2294,-1200,-2102,4
6456,460,488,2912,-809,-7160,4
8808,4624,2892,-1441,-5616,-5901,4
18772,4336,7172,-6284,-10619,718,4
24864,7488,6772,-5028,-6205,-269,4
22280,3140,868,-12056,-3164,-6623,4
14140,2340,-3828,-15645,654,-6476,4
8464,2980,-1952,-17661,-56,-7717,4
9252,5068,3392,-20763,-2758,-9789,4
13720,3372,5688,-10165,-444,-3912,4
19580,8476,7864,-13292,-7547,-2374,4
18200,-676,848,-15213,-7735,5444,4
17232,-4700,1400,-13312,184,4170,4
11196,-5360,3260,-16936,1952,3797,4
15392,-8932,3300,-11989,-983,1056,4
15396,-6136,7532,-10718,-428,-2582,4
17940,-2572,7972,-2834,-2920,-3258,4
19684,-2104,1716,-659,-255,-537,4
21112,-2876,612,4944,7232,938,4
10116,4632,4068,2687,8962,810,4
7244,-3416,9572,-6389,-381,1878,4
16040,504,2180,-1632,-2490,1191,4
17616,-2820,5464,-1768,2757,4935,4
19644,-2048,2640,-353,326,-183,4
15904,-1992,2740,135,7257,1399,4
12660,-1272,3104,-464,5089,-833,4
11916,-340,4780,-4124,4215,-1167,4
13208,-2644,7968,-1684,1651,947,4
19468,-5124,3852,6214,-4056,117,4
19444,-1732,3804,3505,8524,-598,4
10012,-836,10236,6915,8173,698,4
9116,-1836,8692,70,1602,-1078,4
11484,-1804,8072,359,527,-2166,4
17980,-2124,9848,-1287,-3959,-1462,4
22072,-2884,6012,-2289,5473,-581,4
11096,1424,9972,1181,5436,-2224,4
4804,56,9344,-1549,1611,-654,4
9788,-1492,10120,-2835,795,-1171,4
17680,-1628,9788,-1394,-5747,503,4
23468,-3780,10284,543,6391,-653,4
10424,-1584,10076,3808,17888,-852,4
4580,-1456,8840,1396,5284,217,4
5684,-996,12120,508,218,47,4
8964,-672,11624,750,-5344,240,4
14640,-1976,15788,242,-7082,-758,4
18188,-2192,14132,236,-3760,2793,4
9640,-932,15068,1252,-2636,1893,4
8212,-1608,10268,823,-4378,1019,4
12624,-1056,9268,596,-5997,-1177,4
17624,-1160,6008,777,-4387,-1261,4
14368,-1504,6424,511,-147,-1020,4
12556,-1092,9528,2545,-4209,-1134,4
10944,-576,9820,1007,-4498,961,4
16400,-852,9008,-107,-9096,286,4
22216,-1800,1204,665,-1729,771,4
6984,-3300,5556,1132,7874,-1168,4
7972,336,6088,133,-4376,-2215,4
14228,-908,9760,-767,-7029,22,4
26152,-624,5460,-347,-11481,2387,4
23444,-2048,3548,2628,6765,-231,4
2524,-2104,5568,1698,9979,-1243,4
4640,1484,3260,1213,-2134,-1538,4
11208,-324,5060,-2476,-5556,-879,4
20380,-1744,5308,-680,-12693,3067,4
28084,-2900,6200,1144,-463,-694,4
18128,144,3188,2397,11533,-1488,4
7692,844,-452,1720,891,-1130,4
7564,564,4080,-933,-3789,-492,4
16456,-1152,10244,40,-8828,-401,4
30900,-1616,4848,2551,-4195,-2852,4
22340,1052,3572,2670,9871,-1896,4
7012,2164,1684,-638,7555,-1031,4
5168,1400,2132,-163,-1323,688,4
12540,844,7880,1316,-8599,58,4
28540,516,5140,302,-6411,1748,4
26928,-84,3408,627,5465,-51,4
9436,2148,3660,-1047,9470,-1404,4
5132,28,2216,-949,1526,20,4
7328,1452,4784,-219,-6239,-749,4
25780,1968,6624,-267,-14698,320,4
29980,76,4660,-783,2484,689,4
15452,1812,4512,-2450,14837,-33,4
2100,656,2760,-3256,5591,-779,4
7368,-356,3524,-3464,-2227,-1640,4
12360,436,8376,-2475,-10868,730,4
31316,-60,2848,-2503,-10137,2293,4
26196,-2524,3844,-2459,8445,-568,4
7924,2028,3976,-3738,16378,-2554,4
6020,-4,2296,-2578,645,-2563,4
9640,-1300,5444,-3240,-4186,-2779,4
17672,340,8160,-2162,-12251,983,4
30028,-924,5024,-2050,-1880,2961,4
19480,-2072,2692,-1596,12999,551,4
6012,1592,1824,146,4752,-3704,4
5920,-1244,3596,-874,-2869,-2936,4
13400,356,8024,-549,-12520,-149,4
30464,-1332,5736,1209,-4445,3329,4
23860,-3660,3996,667,10109,1900,4
6268,-268,3808,2203,12440,1093,4
4232,728,2712,2262,-453,-848,4
5908,-216,5784,1918,-7114,-1083,4
30752,-3812,4096,1578,-17830,2406,4
30132,-2252,3636,2507,2158,982,4
14000,-712,3112,4350,15690,422,4
3796,1540,2876,3571,3950,1168,4
5860,-204,3212,3478,-3065,447,4
13452,-80,8264,3797,-16673,521,4
32012,-1620,4312,4793,-4753,3284,4
26480,-364,3708,4986,6907,-927,4
9716,1524,2960,4193,11615,274,4
4392,272,2344,897,4207,160,4
4588,1932,5016,3301,-7499,23,4
24296,-2020,4668,2097,-13169,2680,4
32236,1316,6756,2228,2525,2400,4
13028,520,5864,1365,11793,448,4
5320,1016,3388,146,5812,1766,4
6516,-652,2800,1758,-2003,338,4
15356,1192,3620,2271,-11176,-318,4
31232,1472,7976,1444,-3847,494,4
23236,-1100,7224,-1199,10430,1564,4
5756,412,4208,-1758,8012,-1151,4
2624,-384,1544,-1493,768,-1440,4
9612,576,3380,-449,-9372,-2297,4
29504,-1600,6024,-212,-10504,639,4
28476,-1460,8864,670,3979,-1412,4
15044,1068,4800,-535,9580,-1043,4
6472,900,1428,-1630,5344,-261,4
4188,656,2524,-1799,-2757,-1671,4
13468,2068,5476,152,-11404,-556,4
28972,3312,6536,361,-6757,3681,4
26296,-1028,6452,-4018,7305,1960,4
12080,156,2736,-4514,13679,-1639,4
