accelX,accelY,accelZ,gyroX,gyroY,gyroZ,activity
16620,-700,3856,-687,121,808,2
15352,-1704,3356,-1126,49,1438,2
15204,-1448,3220,-105,-247,39,2
15212,-1392,3508,1077,-84,-617,2
16044,-792,4340,792,-79,-1034,2
15832,-1332,3588,-67,-78,-414,2
15568,-956,3336,286,278,-946,2
15748,-616,4648,250,565,-962,2
16388,-384,3948,-873,546,-95,2
15140,-676,3604,13,185,-34,2
16108,-324,3916,964,-821,-299,2
16104,-580,3888,611,473,30,2
15968,-152,4260,669,-384,635,2
16172,-572,3656,-329,-5,1001,2
15664,-996,4068,-1468,1287,1797,2
15088,-1516,3700,-577,-84,1543,2
15216,-1744,3256,340,-470,825,2
15444,-1448,3888,702,932,-910,2
16028,-1032,4320,467,316,-580,2
16012,-528,3908,1062,-815,123,2
15644,-948,3416,858,75,376,2
16280,-1364,3756,940,644,451,2
15264,-1188,4788,984,1509,627,2
14952,-1356,5760,-383,927,-36,2
14916,-1576,4204,-627,-1345,-262,2
15420,-1536,3920,-261,-272,-1838,2
15488,-1160,3684,-453,221,-2230,2
16132,-624,3460,904,-648,-2058,2
16388,644,4300,365,228,-1182,2
15864,112,3764,1092,-1467,905,2
16520,-64,4048,627,-1381,1271,2
15644,-456,4320,-400,-1581,2262,2
15360,-1816,2836,-573,-1311,1866,2
15356,-992,3324,480,-716,-56,2
16012,-880,3312,497,-492,-713,2
16100,-968,3036,-260,341,-436,2
16188,-764,3208,359,308,-240,2
15972,-940,3356,-14,649,76,2
15764,-612,3708,554,254,156,2
15580,-1208,3752,-559,567,-408,2
15860,-620,3532,453,-1118,-76,2
15936,-804,3120,112,-249,-400,2
15980,-252,3716,194,-330,310,2
15912,-780,3248,-235,-15,520,2
15904,-948,3300,286,195,207,2
15760,-1044,3704,-130,389,199,2
15632,-960,3416,149,-432,-106,2
15912,-608,3660,34,-264,-22,2
16116,-716,3304,-271,-113,15,2
15900,-1020,2920,-21,319,108,2
15720,-576,3520,172,387,114,2
15736,-1164,3484,192,260,46,2
15804,-800,3820,144,231,56,2
15828,-996,3608,-21,118,-256,2
15840,-788,3524,17,-507,28,2
15816,-704,3284,-75,48,-211,2
15772,-780,3476,63,150,133,2
16068,-696,3520,278,-202,25,2
15964,-868,3688,-382,587,329,2
15552,-896,3760,66,-34,321,2
15840,-892,3684,-303,-161,71,2
15696,-996,3532,25,-283,164,2
15744,-888,3216,-191,-342,-108,2
15860,-640,3344,320,10,-21,2
15980,-904,3380,45,477,-106,2
15908,-908,3736,103,342,288,2
15784,-1040,3728,-118,339,-13,2
15764,-936,3744,-83,-436,210,2
15824,-948,3052,-211,-294,93,2
15804,-820,3440,159,-89,260,2
15788,-1084,3576,-405,515,383,2
15652,-1264,3320,129,-48,202,2
15764,-988,3952,-14,174,-68,2
15584,-1236,3428,31,-381,-274,2
16092,-964,3468,42,-449,-610,2
15896,-808,3340,60,-356,-335,2
16120,-1000,3264,-144,-14,-119,2
15684,-840,3564,-219,333,0,2
15968,-836,3456,240,-126,-204,2
16116,-920,3664,-160,206,-7,2
15692,-832,3536,166,-189,27,2
16144,-784,3312,69,-245,-141,2
15812,-836,3392,-49,77,304,2
15984,-648,3768,18,-80,306,2
15712,-1256,2960,-237,208,248,2
15768,-720,3652,55,102,73,2
15828,-1180,3436,105,126,76,2
15936,-896,4052,-107,-8,-9,2
15668,-1068,3340,-170,-285,-53,2
16040,-864,3172,203,-475,57,2
15880,-956,3264,-13,546,52,2
15536,-1000,3564,-45,582,107,2
15828,-1064,3736,267,-108,-48,2
16036,-1136,3672,-92,25,-136,2
15820,-908,3464,-259,-134,33,2
15840,-932,3208,121,-348,-94,2
15820,-916,3196,16,224,298,2
15812,-932,3716,333,230,-12,2
15808,-1120,3448,-274,263,205,2
15888,-1224,3464,36,93,184,2
15652,-1256,3776,-181,363,-101,2
15904,-856,3824,-29,-376,-192,2
16060,-888,3136,-32,-313,-143,2
15828,-848,3372,-24,185,185,2
15724,-972,3588,15,489,318,2
15776,-1224,3728,-103,196,155,2
15916,-1108,3776,-319,168,229,2
15428,-1340,3400,-372,251,18,2
15784,-936,3592,362,-517,-328,2
16060,-920,3556,-6,22,-13,2
15820,-1096,3372,-44,15,160,2
15692,-1184,3648,-71,360,198,2
15844,-1160,3740,165,-26,139,2
15876,-1072,3788,-81,142,5,2
15740,-1168,3620,-135,-219,83,2
15852,-1060,3504,18,-257,44,2
15852,-1180,3324,-29,64,64,2
15680,-1144,3616,48,344,176,2
15688,-1272,3772,-33,95,150,2
15696,-1372,3548,-265,119,-74,2
15480,-1224,3480,221,-322,-268,2
16052,-976,3708,-33,-4,-622,2
16108,-884,3460,13,-383,94,2
15856,-956,3548,-39,292,241,2
15588,-1180,3560,-124,236,423,2
15784,-1388,3564,248,-64,123,2
15660,-1204,3920,-214,268,-112,2
15776,-1052,3592,169,-457,-199,2
15988,-1168,3384,-167,170,-153,2
15828,-1016,3428,242,-341,218,2
15840,-1104,3756,-160,501,149,2
15632,-1416,3692,-221,41,424,2
15620,-1368,3432,71,-375,60,2
15764,-1276,3528,-85,227,-306,2
15852,-1172,3840,45,-208,-230,2
16000,-988,3512,116,-223,-185,2
15908,-1016,3424,137,-159,21,2
15736,-1072,3596,-33,212,253,2
15812,-1468,3468,149,252,134,2
15732,-1120,3956,-47,344,-9,2
15740,-1324,3620,-173,-2,165,2
15800,-1328,3464,-30,-72,-240,2
15804,-1056,3628,50,-203,-200,2
15972,-1036,3528,81,-103,-139,2
15808,-1156,3688,-189,271,103,2
15676,-1144,3656,125,-108,179,2
15748,-1352,3552,-198,71,67,2
15540,-1064,3828,204,-12,-173,2
16048,-1196,3516,-119,-99,-289,2
16096,-1176,3404,-2,-192,77,2
15588,-1116,3640,-204,368,298,2
15792,-1324,3452,149,-182,259,2
15860,-1164,3776,41,250,-41,2
15560,-1236,3800,-45,28,102,2
15760,-1328,3464,47,-41,-425,2
15992,-976,3680,11,-180,-164,2
15908,-1084,3424,66,199,-18,2
15772,-1160,3912,-230,467,182,2
15580,-1356,3712,167,-331,63,2
15948,-1292,3696,-220,164,-164,2
15624,-1148,3824,2,-9,83,2
15756,-1092,3600,-30,77,-356,2
15844,-1132,3528,163,-190,6,2
15948,-884,3800,49,-162,135,2
15500,-1168,3416,-135,212,208,2
15744,-1268,3692,103,24,129,2
15652,-1112,3812,44,-86,-32,2
15884,-1308,3288,-61,-174,-127,2
15700,-1096,3544,107,155,-56,2
15956,-960,3648,427,-468,89,2
15800,-1268,3652,-432,520,188,2
15492,-1300,3676,-4,-107,282,2
15624,-1372,3664,-256,107,-218,2
15576,-1440,3436,-141,-257,-291,2
16044,-920,3708,246,-369,-772,2
15992,-1124,3492,-334,198,-213,2
16048,-912,3468,137,-445,-89,2
15728,-1108,3268,-199,417,117,2
15828,-1104,3648,175,78,212,2
15756,-1184,3740,-170,457,241,2
15504,-1272,3548,-129,8,34,2
15864,-1080,3740,112,-154,-273,2
15924,-1288,3312,-97,-118,-290,2
16068,-724,3604,130,-213,-12,2
15616,-1128,3508,-26,212,225,2
15780,-1024,3924,40,-56,124,2
15688,-1188,3528,-117,42,124,2
15824,-1172,3592,2,-104,-135,2
15588,-1004,3968,-119,67,-50,2
15912,-1112,3392,-88,-410,-444,2
16204,-788,3204,63,-421,-188,2
15808,-1060,3248,19,330,263,2
15888,-820,3896,164,196,133,2
15504,-1364,3416,-46,-75,205,2
15864,-1088,3484,99,-170,-96,2
15704,-1184,3592,-161,423,-140,2
15936,-912,3520,147,-406,-234,2
16036,-824,3520,4,-14,100,2
15716,-1024,3384,-93,127,313,2
15700,-1076,3760,37,245,236,2
15576,-1532,3480,-135,164,-75,2
15756,-1044,3808,47,-31,-290,2
15952,-832,3788,130,-100,-627,2
15912,-808,3248,-169,-416,-120,2
16132,-744,3236,354,-161,142,2
15772,-860,3868,-90,513,263,2
15712,-1092,3532,85,-320,483,2
15852,-1288,3292,-37,198,106,2
15408,-1088,3804,98,89,-95,2
15920,-1040,3744,-117,137,-348,2
15852,-1096,3456,51,-240,-364,2
16204,-612,3456,51,-285,-113,2
15856,-980,3348,-11,203,274,2
15784,-1044,3804,-104,165,326,2
15636,-1228,3292,180,-87,81,2
15840,-1076,3972,-190,540,-20,2
15548,-1236,3464,-217,43,-147,2
16244,-856,3536,133,-394,-387,2
15776,-744,3420,-146,46,270,2
15736,-1060,3396,-29,118,399,2
15404,-1372,3552,-95,548,165,2
15660,-1204,3636,303,-321,-370,2
16288,-888,3844,34,-49,-387,2
15772,-1156,3208,-278,-179,50,2
15792,-784,3328,148,-191,-100,2
15872,-876,3476,200,337,92,2
15884,-1016,3920,159,338,328,2
15664,-1336,3760,-48,287,65,2
15688,-1040,3604,-166,-247,-14,2
15828,-1040,3428,69,59,-97,2
15804,-1100,3792,-109,144,-429,2
16032,-660,3672,234,-647,33,2
16000,-880,3284,-83,143,146,2
15612,-1072,3624,-106,234,541,2
15560,-1128,3764,66,165,277,2
15596,-1444,3620,-51,100,-130,2
15824,-944,3960,-10,-73,-278,2
15712,-1104,3436,-246,-86,-383,2
16156,-592,3524,315,-488,-199,2
15860,-956,3464,-111,381,207,2
15732,-976,3920,-43,216,398,2
15652,-1360,3336,-75,-107,148,2
15840,-1060,3676,130,106,-32,2
15560,-1068,3872,-56,88,-130,2
15908,-1044,3632,40,-336,-217,2
16060,-932,3468,59,-112,-145,2
15816,-944,3420,-93,216,451,2
15652,-1140,3848,-18,415,36,2
15680,-1172,3784,-6,-166,90,2
15756,-872,3756,25,-10,-112,2
15760,-1248,3588,-308,272,-182,2
15784,-908,3712,219,-520,-55,2
16112,-864,3324,173,-161,-268,2
15724,-848,3716,-174,191,372,2
15752,-1176,3700,119,-112,239,2
15700,-1240,3604,-143,64,-45,2
15616,-1016,3588,23,-91,-38,2
15748,-1232,3448,-51,183,-246,2
15908,-816,3820,89,-213,-277,2
16036,-852,3348,105,-123,-84,2
15920,-948,3712,-155,334,206,2
15604,-1104,3732,-73,-24,455,2
15584,-1236,3436,-74,25,-64,2
15860,-1008,3684,57,-35,-132,2
15684,-1064,3760,-255,172,-222,2
16020,-840,3716,80,-476,-94,2
15884,-1036,3244,-352,11,99,2
15760,-732,3632,347,100,48,2
15716,-956,4100,-162,407,158,2
15784,-1268,3428,125,-464,218,2
15540,-1132,3488,19,261,-200,2
15824,-1096,3220,77,-145,-147,2
15832,-1004,3632,6,471,-192,2
15900,-820,3944,211,-214,-360,2
16292,-828,3444,32,-436,-26,2
15752,-856,3320,-177,320,456,2
15448,-988,4116,199,407,201,2
15660,-1444,3636,-180,108,-124,2
15968,-1048,3664,80,-324,-113,2
15764,-1136,3412,-303,360,-263,2
16036,-732,3864,229,-333,-165,2
16016,-708,3696,-35,-151,98,2
15956,-1168,3220,-75,-122,541,2
15480,-1140,3724,21,296,326,2
15712,-1204,3716,-55,31,131,2
15452,-1248,3640,-93,-42,-275,2
15992,-896,3716,-2,-403,-242,2
15828,-1060,3568,-170,-210,-207,2
15860,-720,3212,59,-405,-285,2
16168,-644,3416,321,-210,118,2
15780,-1132,3596,-262,727,477,2
15412,-1012,3796,173,21,58,2
15988,-1212,3364,46,-397,23,2
15704,-1000,3748,-148,335,171,2
15492,-1128,3716,-16,66,-56,2
15964,-1136,3468,-117,-184,-128,2
15860,-928,3508,220,-318,-15,2
15924,-1096,3412,-268,514,79,2
15568,-1040,3804,124,150,287,2
15796,-1152,3660,-105,-19,-176,2
15684,-1100,3228,-52,-221,49,2
15780,-1028,3604,23,208,-154,2
15772,-1180,3660,-134,71,-207,2
16308,-772,3460,133,-617,61,2
15652,-1092,3268,-305,476,356,2
15836,-1284,3772,-243,578,539,2
15496,-1400,3884,-212,205,375,2
15764,-1252,3388,115,-460,-64,2
15536,-1280,3432,168,-81,-202,2
15836,-924,3836,10,14,-357,2
15768,-1232,3272,-22,-116,-337,2
16200,-828,3592,100,-176,-229,2
15508,-1144,3552,-215,376,27,2
15436,-1240,3760,-200,112,-452,2
16052,-720,3932,384,-172,-1089,2
16208,-888,3444,-442,-164,-151,2
15528,-652,3616,-144,293,-279,2
15948,-824,3360,99,-446,-326,2
16352,-516,3592,175,-62,304,2
15552,-984,3708,-178,547,608,2
15548,-1052,3720,68,-129,410,2
15684,-1224,3264,64,10,-219,2
15788,-960,3508,-71,154,-8,2
15536,-880,3588,253,218,-442,2
16308,-376,4020,345,-482,-298,2
15880,-788,3384,-113,35,122,2
15772,-736,3636,-7,26,317,2
15548,-1052,3716,-60,227,150,2
15712,-1080,3684,110,-164,-175,2
15760,-792,3636,-156,61,-165,2
15736,-992,3356,-10,16,-224,2
16156,-460,4104,403,-294,-346,2
16168,-612,3620,-203,-612,-29,2
16108,-736,2936,-260,-568,815,2
15224,-1348,3184,-312,1000,517,2
15544,-1232,3820,526,36,-126,2
15800,-992,4036,-22,270,-496,2
15880,-752,3280,138,-355,-453,2
16052,-344,3536,172,-34,-190,2
15872,-848,3576,32,348,331,2
15516,-836,3904,-143,-90,383,2
15828,-996,3404,297,-827,155,2
16052,-824,3436,-248,-70,111,2
15600,-1156,3320,-89,8,415,2
15816,-964,3500,98,-115,-358,2
15968,-868,3244,-143,-118,225,2
15852,-820,3496,191,271,-216,2
16072,-792,3680,58,-102,145,2
15884,-780,3556,44,-128,85,2
15864,-1108,3304,-332,-40,388,2
15532,-1028,3176,46,-142,142,2
15900,-1028,3424,40,243,104,2
15760,-1100,3664,50,358,-128,2
15708,-1128,3408,-232,79,-164,2
16100,-536,3604,404,-450,-358,2
15932,-1036,3128,-283,153,111,2
15980,-796,3484,344,-107,132,2
15500,-1084,3696,-160,432,174,2
15736,-1336,3176,-13,-126,-94,2
15824,-996,3704,85,383,-168,2
15816,-904,3704,-74,50,-370,2
15956,-864,3508,-114,-198,-141,2
15948,-772,3560,201,-133,-214,2
16180,-784,3648,-26,78,-25,2
15604,-868,3584,-51,284,339,2
15924,-1156,3596,-125,-22,124,2
15488,-1364,3216,-189,-31,17,2
15820,-536,3820,360,-21,-548,2
16060,-904,3512,-277,83,-153,2
16196,-784,3528,15,-49,-157,2
15692,-744,3492,-127,49,388,2
15660,-972,3340,-19,74,434,2
15564,-1148,3712,-39,299,246,2
15512,-1244,3556,-44,111,-173,2
15928,-736,3852,48,-85,-348,2
15808,-872,3548,-131,-24,-152,2
15968,-748,3680,-100,-148,-190,2
15864,-712,3404,109,-204,13,2
16004,-696,3548,36,112,165,2
15592,-1088,3452,-354,425,451,2
15564,-1108,3628,-40,-88,-37,2
15812,-1092,3104,178,115,-197,2
15912,-680,4052,51,453,-140,2
15656,-1080,3532,53,-29,-89,2
16012,-620,3528,134,-436,-242,2
15872,-784,3360,133,-84,281,2
15724,-1104,3680,-146,660,251,2
15520,-1000,3828,42,149,176,2
15764,-1116,3616,106,-39,-224,2
15900,-868,3616,-217,93,-42,2
15748,-916,3872,-82,58,-138,2
16092,-800,3540,-6,-382,-244,2
15936,-588,3544,64,-176,246,2
15808,-1024,3424,64,256,323,2
15660,-1008,3940,-89,459,301,2
15648,-1144,3744,-22,-275,108,2
15772,-1120,3352,-166,-33,-80,2
15740,-836,3784,217,68,-277,2
15876,-924,3944,-141,228,-199,2
16060,-740,3552,133,-428,-203,2
16148,-708,3284,26,282,51,2
15504,-960,3852,-291,645,641,2
15424,-1352,3856,129,-168,106,2
15776,-1084,3628,-132,-63,-376,2
15504,-828,3784,5,-87,-392,2
16096,-748,3656,-47,-194,-472,2
15752,-916,3556,-65,40,-357,2
16184,-408,3480,165,-707,-245,2
15896,-644,3340,-83,339,347,2
15540,-784,3792,-20,451,290,2
15660,-1008,3848,99,-31,188,2
15584,-1052,3796,-117,58,-97,2
15772,-812,3616,93,-387,-259,2
15872,-756,3684,-21,191,-290,2
15896,-640,3744,107,-309,-333,2
15956,-696,3280,-51,-156,-61,2
15820,-568,3632,68,253,212,2
15500,-1072,3732,-99,405,242,2
16076,-720,3900,354,-248,-150,2
15712,-832,3816,-354,536,89,2
15560,-764,3756,183,-138,-92,2
15828,-840,3788,57,5,-315,2
16084,-560,3656,159,-373,-176,2
15844,-620,3636,-57,200,126,2
15616,-808,3772,-28,97,281,2
15764,-780,3876,51,27,42,2
15748,-952,3700,-311,113,36,2
15620,-884,3592,50,-150,-55,2
15712,-708,3880,-79,172,-293,2
15968,-728,3712,35,-326,-27,2
15900,-712,3484,66,-203,-174,2
16012,-512,3420,21,-403,261,2
15672,-908,3592,16,378,456,2
15676,-1124,3728,33,103,12,2
15776,-1048,3584,-56,-53,-50,2
15600,-856,3544,71,81,-462,2
16000,-700,3776,33,1,-433,2
16064,-540,3788,27,-163,-172,2
16008,-532,3460,-145,-140,190,2
15660,-660,3544,1,85,291,2
15692,-792,3988,-207,385,204,2
15744,-1092,3584,-140,-257,316,2
15808,-776,3600,-140,56,-197,2
15568,-740,3564,-90,-133,-18,2
16052,-796,3536,26,60,-225,2
15960,-628,3736,-149,-136,164,2
15752,-716,3328,83,-156,359,2
15648,-880,3772,-164,533,151,2
15500,-988,3820,88,38,33,2
16052,-948,3692,-210,91,-228,2
15508,-924,3568,-205,30,-259,2
15888,-608,3568,183,-130,-485,2
16216,-600,3720,152,-100,-58,2
15944,-688,3324,86,-431,388,2
15888,-632,3664,270,24,412,2
15472,-908,3948,-61,312,420,2
15740,-1128,3652,-59,-187,171,2
15568,-988,3536,-69,-5,-272,2
15772,-672,3612,7,27,-433,2
15956,-828,3660,27,-9,-227,2
15952,-716,3720,-103,104,-169,2
15852,-752,3332,297,-482,-48,2
15576,-692,3984,95,155,154,2
15452,-888,3672,84,-227,-137,2
16284,-712,3600,-8,-224,-403,2
15440,-792,3508,-368,157,-45,2
15892,-660,3416,91,-118,-500,2
16008,-636,3868,111,-96,-266,2
16084,-608,3372,-107,-344,-242,2
15836,-580,3128,-50,-318,238,2
15820,-380,3484,108,338,16,2
15692,-1016,3672,-264,424,296,2
15836,-820,3456,-214,-14,8,2
15716,-564,3464,-92,237,-225,2
15812,-600,3832,-205,321,-131,2
15860,-752,3780,24,-272,47,2
16132,-756,3352,-75,-166,-327,2
15784,-452,3672,-192,60,229,2
15732,-944,3256,-288,318,4,2
15836,-724,3788,-67,149,-42,2
15760,-704,3612,-241,110,-136,2
15976,-812,3556,-388,147,-41,2
15736,-568,3824,-219,139,-17,2
15948,-716,3372,-188,-63,-228,2
16028,-544,3656,-186,-133,106,2
15676,-732,3660,-321,116,291,2
15888,-816,3644,-424,51,148,2
15704,-884,3500,-212,39,16,2
15780,-692,3704,-168,99,-12,2
15852,-576,3908,117,27,-128,2
15964,-664,3788,-110,-188,16,2
16036,-700,3316,243,-471,136,2
15820,-576,3820,-5,173,371,2
15440,-1060,3628,-120,206,333,2
15440,-1060,3628,-120,206,333,2
15880,-872,3504,-36,-197,-142,2
15692,-680,3612,-15,170,-312,2
16068,-588,3900,-41,61,-140,2
15952,-616,3392,75,-303,14,2
15960,-544,3452,33,-99,398,2
15568,-836,3744,-35,314,502,2
15860,-1008,3864,-463,215,273,2
15432,-1020,3932,-663,292,80,2
15584,-1068,3180,46,-675,-530,2
16052,-692,3304,-19,-96,-737,2
15964,-612,3452,356,-280,-254,2
16364,-308,3456,531,-273,4,2
15884,-808,3592,-150,672,821,2
15308,-1144,3812,-223,473,686,2
15340,-1304,3608,-49,-117,-97,2
15912,-984,3512,55,-216,-314,2
15608,-688,3960,206,-360,-213,2
16144,-728,3680,-295,-277,-476,2
16080,-584,3112,19,-589,60,2
16216,-672,3344,-29,205,144,2
15480,-916,3616,-204,362,610,2
15776,-1080,3548,127,77,81,2
15620,-1028,3796,-328,238,35,2
15592,-1016,3336,-26,-40,-532,2
15880,-748,3624,32,-79,-484,2
16184,-520,3396,372,-677,-131,2
15900,-736,3436,-12,-37,128,2
15640,-884,3600,63,-263,358,2
15584,-892,3476,113,-474,60,2
15940,-992,3220,101,-455,-290,2
15912,-820,3312,-128,311,-181,2
15868,-652,3644,-70,287,-382,2
15952,-472,3636,8,-157,-184,2
16004,-588,3044,96,-412,-17,2
15936,-708,3236,151,104,132,2
15772,-676,3648,-32,109,244,2
15796,-888,3276,149,-122,-46,2
16040,-788,3508,-87,396,-137,2
15736,-736,3532,-106,289,-128,2
15888,-656,3472,-62,-14,-215,2
16056,-604,3316,146,-315,-313,2
15900,-600,3348,12,-49,206,2
15572,-600,3532,239,5,-40,2
15796,-716,3536,376,-252,-237,2
15704,-736,3388,425,-231,-166,2
16092,-468,3536,104,-57,-486,2
15892,-664,3020,157,-245,-174,2
16128,-136,3496,255,-367,-509,2
16248,-164,3280,82,-397,145,2
15840,-576,3044,-307,313,562,2
15684,-792,3220,-11,113,347,2
15788,-684,3344,35,325,-127,2
15900,-608,3528,-133,231,-81,2
15812,-456,3560,-34,-99,-298,2
16036,-556,2976,22,-304,-228,2
16344,-372,3192,336,-112,110,2
15744,-700,3452,-21,441,400,2
15676,-532,3700,-72,-8,284,2
15740,-948,3048,-89,-199,77,2
16048,-568,3380,19,180,-247,2
15824,-380,3588,13,110,33,2
16072,-616,3076,-146,-58,-57,2
15864,-480,3272,151,-290,130,2
15992,-524,3104,37,162,55,2
15744,-740,3484,6,357,120,2
15844,-748,3420,-104,75,-135,2
15652,-744,2820,90,249,-417,2
16092,-116,3688,490,109,-341,2
15952,-516,3972,-183,468,230,2
15928,-548,3632,-15,-461,-62,2
15780,-428,3188,-227,-274,175,2
15692,-656,3208,-225,121,103,2
15840,-536,3716,-8,78,-241,2
16060,-556,3388,-264,-332,-52,2
15852,-540,3216,-208,51,60,2
15756,-612,3328,-200,232,-199,2
15992,-436,3380,8,-132,-273,2
16088,-256,3260,111,-249,-185,2
15952,-632,3184,-162,116,221,2
15704,-524,3480,20,84,215,2
15876,-656,3272,-34,-18,-101,2
15856,-580,3312,45,116,12,2
16044,-300,3568,75,121,-203,2
15696,-600,3336,-217,32,-166,2
16316,-184,3172,299,-494,-204,2
15928,-316,3328,-101,34,204,2
15692,-608,3312,-100,-134,415,2
15768,-672,3304,79,128,-4,2
15900,-744,3224,-124,34,-112,2
15856,-492,3428,-160,313,-183,2
15704,-440,3580,-14,8,-365,2
16264,-300,3264,-36,-302,-376,2
16128,-232,3068,66,-141,91,2
15848,-348,3496,84,201,456,2
15596,-784,3308,-81,183,90,2
15864,-492,3512,-179,-54,-117,2
15752,-504,2912,-3,-40,-186,2
16052,-168,3824,62,495,-381,2
15864,-360,3612,-72,25,-64,2
15936,-980,-764,-24,66,214,2
16496,156,-268,494,-15,142,2
16296,-208,-700,693,520,-289,2
16612,120,28,444,497,-68,2
16328,-168,-76,-99,-50,361,2
16448,-172,-528,487,48,49,2
16424,-220,-508,932,383,38,2
16252,-132,-328,591,701,547,2
16476,-28,336,864,748,652,2
16244,-832,-40,138,408,587,2
16468,-84,360,1368,419,118,2
16184,-940,-68,741,451,230,2
16704,-76,496,1655,116,-86,2
15728,-920,-12,801,88,-421,2
16960,124,200,1218,493,1382,2
17184,-948,-792,284,257,520,2
15748,-788,304,1523,1606,1331,2
16824,-836,436,1143,1212,670,2
15776,-1360,852,1213,1349,533,2
16268,-596,1256,1750,1205,-22,2
16172,-1024,1456,376,768,301,2
15596,-184,1600,53,140,60,2
16744,-576,1284,317,-229,284,2
16060,-1676,296,-371,-274,113,2
16616,-736,936,-253,-610,-325,2
16480,-904,568,278,-336,-707,2
16428,-632,720,84,-84,-315,2
16148,-508,1104,-158,90,218,2
16308,-344,776,302,7,-57,2
16180,-968,720,321,125,-86,2
16384,-936,1104,-82,155,-38,2
16048,-960,468,-21,261,-159,2
16512,-480,1284,35,267,-117,2
16248,-508,1020,-147,51,383,2
16520,-528,1164,-50,-25,426,2
16188,-1364,644,-219,20,578,2
16020,-1364,1396,-206,278,-4,2
16308,-908,760,-128,-104,-365,2
16048,-860,708,-635,-257,-140,2
17284,-408,892,216,-84,281,2
15952,-1056,736,-1170,-449,742,2
16288,-1392,108,-618,-114,712,2
16472,-1268,900,506,816,-132,2
15952,-1208,1556,-575,437,-58,2
16668,-1116,792,450,-316,-678,2
16160,-1060,884,320,-59,-1091,2
16372,-692,1048,-297,-238,-87,2
15872,-1020,748,255,-99,-471,2
16176,-456,1100,216,243,-412,2
16124,-884,616,-145,-14,-550,2
17024,-808,308,-560,141,-264,2
16096,-1056,1148,100,580,-533,2
15984,-276,1752,569,110,-901,2
16220,-376,656,-557,-384,-752,2
16468,-100,708,-129,-47,-515,2
16288,-88,904,221,311,-7,2
16396,-276,1116,541,679,195,2
16188,-348,1744,71,272,432,2
16436,-620,1104,-240,-441,183,2
16052,-760,640,-665,-294,85,2
16608,-260,904,232,201,17,2
16176,-916,776,-14,339,-120,2
15924,-540,1288,561,670,-327,2
16544,-280,1356,-445,176,-125,2
16312,-588,1056,-675,-197,-27,2
16044,-584,1144,-132,277,-165,2
16504,-160,1504,212,94,-400,2
15988,-440,1084,-144,-189,-124,2
16416,-184,1036,264,-116,-336,2
16252,-344,1092,-149,-74,62,2
16172,-592,732,45,351,-81,2
16296,-204,1596,138,470,21,2
16420,-328,1372,-397,-38,16,2
16108,-40,1376,-92,-160,2,2
16260,-304,1196,-126,-123,58,2
16252,-616,948,-330,-32,264,2
16212,-520,1020,354,298,-202,2
16412,80,1652,-32,224,-159,2
16160,-492,1272,-521,-11,217,2
16220,-304,1320,174,-67,-236,2
16284,-164,1292,-535,-157,120,2
16360,-324,1064,286,-134,-83,2
16240,-536,1052,-333,136,-6,2
16388,-252,1336,-182,166,-63,2
16172,-456,1272,224,164,-94,2
16400,-260,1536,-10,8,-80,2
16248,-392,1168,-361,-86,-74,2
16240,-240,1256,79,89,-53,2
16312,-344,1072,-318,104,-39,2
16136,-256,1140,-126,325,13,2
16272,-336,1700,-7,333,199,2
16292,-448,1560,-144,-230,-43,2
16116,-380,1200,-291,-247,-163,2
16328,-212,1036,-160,25,-58,2
16164,-200,1284,259,197,-184,2
16272,-320,1428,-331,112,77,2
16188,-304,1260,262,-20,-158,2
16244,-328,1416,-141,48,-29,2
16288,-324,1296,-245,-91,75,2
16444,-112,1236,353,26,-156,2
16296,-272,1420,-686,50,346,2
16124,-528,1356,297,-154,-252,2
16392,-148,1200,-38,-35,-224,2
16180,-384,1432,58,111,-210,2
16252,-224,1260,-146,-103,-181,2
16388,-100,1140,171,-63,-271,2
16180,-268,1248,67,174,-61,2
16468,-28,1416,51,68,-152,2
16184,-100,1292,-70,-7,-55,2
16240,-120,1492,143,102,64,2
16352,-264,1428,-272,-80,157,2
16172,-328,1132,-61,-110,-87,2
16384,44,1272,-19,-9,-33,2
16148,-512,1268,-119,215,57,2
16332,-40,1576,412,172,-213,2
16200,-208,1464,-224,120,95,2
16244,-244,1424,-45,-100,-39,2
16140,-48,1460,29,-45,91,2
16352,-184,1456,26,-22,6,2
16116,-440,1300,-273,-65,41,2
16376,-40,1300,-8,-124,-172,2
16220,-204,1452,370,-28,-227,2
16292,-208,1176,-425,-76,11,2
16268,-168,1272,92,-26,56,2
16284,-84,1492,-41,1,47,2
16220,-84,1396,-246,-55,207,2
16236,-480,1100,-122,52,157,2
16252,-248,1456,158,66,-154,2
16412,-100,1412,-56,-70,-209,2
16260,-296,1216,-30,32,-202,2
16244,100,1364,295,171,-319,2
16296,-160,1248,-305,121,96,2
16296,116,1500,76,4,-83,2
16216,-208,1160,68,45,-40,2
16376,48,1376,-57,62,19,2
16276,-40,1224,-126,162,112,2
16160,-228,1324,-190,313,484,2
16348,-244,1648,144,33,61,2
16316,-216,1584,-142,-222,115,2
16052,-452,1240,-8,-67,-208,2
16344,-112,1012,89,54,-453,2
16248,60,1452,83,109,-45,2
16216,-96,1592,-49,137,88,2
16232,-244,1428,15,-73,-91,2
16364,-28,1340,-61,-104,3,2
16148,-184,1384,114,48,94,2
16292,-364,1268,-126,130,142,2
